ensembl_gene_id,Symbol,entrezgene_id,baseMean,logFC,lfcSE,stat,pvalue,FDR,description,gene_biotype,chromosome_name
ENSMUSG00000078202,Nrarp,67122,21.092579,3.970616865,0.945898521,4.197719709,2.70E-05,0.000158201,Notch-regulated ankyrin repeat protein [Source:MGI Symbol;Acc:MGI:1914372],protein_coding,2
ENSMUSG00000054162,Spock3,72902,319.9097825,3.965865733,1.086968512,3.648556228,0.000263718,0.00124398,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 [Source:MGI Symbol;Acc:MGI:1920152]",protein_coding,8
ENSMUSG00000040732,Erg,13876,25.97584954,3.957191793,0.766200543,5.164694579,2.41E-07,2.09E-06,ETS transcription factor [Source:MGI Symbol;Acc:MGI:95415],protein_coding,16
ENSMUSG00000042379,Esm1,71690,174.5922472,3.945380816,0.340426291,11.58953032,4.66E-31,3.10E-29,endothelial cell-specific molecule 1 [Source:MGI Symbol;Acc:MGI:1918940],protein_coding,13
ENSMUSG00000049044,Rapgef4,56508,14.1511296,3.945220247,0.999211166,3.948334828,7.87E-05,0.000418926,Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723],protein_coding,2
ENSMUSG00000044017,Adgrd1,243277,43.25229762,3.941319726,0.756996108,5.206525745,1.92E-07,1.70E-06,adhesion G protein-coupled receptor D1 [Source:MGI Symbol;Acc:MGI:3041203],protein_coding,5
ENSMUSG00000048782,Insc,233752,137.3523032,3.937200785,0.352793946,11.16005769,6.40E-29,3.80E-27,INSC spindle orientation adaptor protein [Source:MGI Symbol;Acc:MGI:1917942],protein_coding,7
ENSMUSG00000032911,Cspg4,121021,886.4564532,3.92916188,0.208113955,18.87985782,1.67E-79,6.33E-77,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093],protein_coding,9
ENSMUSG00000026994,Galnt3,14425,22.97647315,3.918319832,0.78740841,4.976222992,6.48E-07,5.24E-06,polypeptide N-acetylgalactosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:894695],protein_coding,2
ENSMUSG00000037962,Rflna,73121,48.76610011,3.911806396,0.634103789,6.169031732,6.87E-10,8.77E-09,refilin A [Source:MGI Symbol;Acc:MGI:1920371],protein_coding,5
ENSMUSG00000033208,S100b,20203,17.35280252,3.906941114,0.925956784,4.219355785,2.45E-05,0.000145237,"S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]",protein_coding,10
ENSMUSG00000046352,Gjb2,14619,85.48926187,3.899002156,0.46082416,8.460932597,2.65E-17,7.46E-16,"gap junction protein, beta 2 [Source:MGI Symbol;Acc:MGI:95720]",protein_coding,14
ENSMUSG00000026610,Esrrg,26381,23.08002288,3.889516284,0.810775934,4.797276439,1.61E-06,1.21E-05,estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056],protein_coding,1
ENSMUSG00000020154,Ptprb,19263,46.2999891,3.881940656,0.618236505,6.279054418,3.41E-10,4.52E-09,"protein tyrosine phosphatase, receptor type, B [Source:MGI Symbol;Acc:MGI:97809]",protein_coding,10
ENSMUSG00000040289,Hey1,15213,186.8690351,3.864714684,0.388596725,9.945309462,2.64E-23,1.08E-21,hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800],protein_coding,3
ENSMUSG00000000489,Pdgfb,18591,492.8814974,3.858707145,0.235590905,16.37884596,2.71E-60,6.08E-58,"platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]",protein_coding,15
ENSMUSG00000114432,Gm49391,NA,27.56344795,3.834778941,1.051573298,3.646706273,0.000265623,0.001252076,"predicted gene, 49391 [Source:MGI Symbol;Acc:MGI:6121619]",protein_coding,13
ENSMUSG00000025161,Slc16a3,80879,1424.234818,3.823888283,0.645552303,5.923436819,3.15E-09,3.65E-08,"solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]",protein_coding,11
ENSMUSG00000053024,Cntn2,21367,155.6054869,3.803367829,0.53403172,7.121988608,1.06E-12,1.91E-11,contactin 2 [Source:MGI Symbol;Acc:MGI:104518],protein_coding,1
ENSMUSG00000025650,Col7a1,12836,1616.420119,3.772424725,0.176232141,21.40599726,1.17E-101,6.77E-99,"collagen, type VII, alpha 1 [Source:MGI Symbol;Acc:MGI:88462]",protein_coding,9
ENSMUSG00000021256,Vash1,238328,95.56429737,3.771752295,0.457308561,8.247718536,1.61E-16,4.22E-15,vasohibin 1 [Source:MGI Symbol;Acc:MGI:2442543],protein_coding,12
ENSMUSG00000039137,Whrn,73750,1432.668976,3.743902982,0.253420799,14.77346375,2.17E-49,3.65E-47,whirlin [Source:MGI Symbol;Acc:MGI:2682003],protein_coding,4
ENSMUSG00000001510,Dlx3,13393,27.26873622,3.736302706,0.834829843,4.475526047,7.62E-06,4.98E-05,distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903],protein_coding,11
ENSMUSG00000026480,Ncf2,17970,19.71111021,3.691967965,0.990472503,3.727481536,0.000193403,0.000943523,neutrophil cytosolic factor 2 [Source:MGI Symbol;Acc:MGI:97284],protein_coding,1
ENSMUSG00000038264,Sema7a,20361,2211.15878,3.644672945,0.162730763,22.39695115,4.21E-111,3.10E-108,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [Source:MGI Symbol;Acc:MGI:1306826]",protein_coding,9
ENSMUSG00000007908,Hmgcll1,208982,17.19538594,3.642353751,0.916898298,3.972473018,7.11E-05,0.000382333,3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108],protein_coding,9
ENSMUSG00000022488,Nckap1l,105855,17.9443985,3.619944309,1.071247792,3.37918485,0.000727011,0.003062133,NCK associated protein 1 like [Source:MGI Symbol;Acc:MGI:1926063],protein_coding,15
ENSMUSG00000050147,F2rl3,14065,14.95189104,3.591761179,1.044787348,3.437791608,0.000586479,0.002542112,coagulation factor II (thrombin) receptor-like 3 [Source:MGI Symbol;Acc:MGI:1298207],protein_coding,8
ENSMUSG00000053101,Gpr141,353346,10.1443949,3.568448546,1.305556037,2.73327873,0.006270724,0.020052702,G protein-coupled receptor 141 [Source:MGI Symbol;Acc:MGI:2672983],protein_coding,13
ENSMUSG00000022296,Baalc,118452,251.0340729,3.565159978,0.314828955,11.32411719,9.97E-30,6.20E-28,"brain and acute leukemia, cytoplasmic [Source:MGI Symbol;Acc:MGI:1928704]",protein_coding,15
ENSMUSG00000036040,Adamtsl2,77794,93.44707351,3.558349561,0.486078039,7.320531434,2.47E-13,4.77E-12,ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044],protein_coding,2
ENSMUSG00000021061,Sptb,20741,87.19346845,3.553535705,0.50110559,7.091391062,1.33E-12,2.35E-11,"spectrin beta, erythrocytic [Source:MGI Symbol;Acc:MGI:98387]",protein_coding,12
ENSMUSG00000030559,Rab38,72433,29.74160255,3.545720844,0.713190359,4.971633171,6.64E-07,5.35E-06,"RAB38, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1919683]",protein_coding,7
ENSMUSG00000024176,Sox8,20681,120.31322,3.51321254,0.332082152,10.57934766,3.72E-26,1.76E-24,SRY (sex determining region Y)-box 8 [Source:MGI Symbol;Acc:MGI:98370],protein_coding,17
ENSMUSG00000026308,Klhl30,70788,94.52480651,3.500942601,0.444139864,7.882522796,3.21E-15,7.45E-14,kelch-like 30 [Source:MGI Symbol;Acc:MGI:1918038],protein_coding,1
